CIK,accession number,URL,company,ticker,description,form type,type,filed at
1260990,0000950170-23-018299,https://www.sec.gov/Archives/edgar/data/1260990/000095017023018299/pre_14a_2023_.htm,"Oncternal Therapeutics, Inc. (ONCT) (CIK 0001260990)",ONCT,PRE 14A,PRE 14A,PRE 14A,2023-05-05
895531,0001752724-23-168571,https://www.sec.gov/Archives/edgar/data/895531/000175272423168571/primary_doc.xml,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,,NPORT-P,NPORT-P,2023-07-31
895531,0001752724-23-092405,https://www.sec.gov/Archives/edgar/data/895531/000175272423092405/primary_doc.xml,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,,NPORT-P,NPORT-P,2023-05-01
895531,0001752724-23-242035,https://www.sec.gov/Archives/edgar/data/895531/000175272423242035/primary_doc.xml,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,,NPORT-P,NPORT-P,2023-10-30
895531,0001752724-24-093843,https://www.sec.gov/Archives/edgar/data/895531/000175272424093843/primary_doc.xml,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,,NPORT-P,NPORT-P,2024-04-29
895531,0001752724-24-017950,https://www.sec.gov/Archives/edgar/data/895531/000175272424017950/primary_doc.xml,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,,NPORT-P,NPORT-P,2024-01-29
895531,0001752724-23-017893,https://www.sec.gov/Archives/edgar/data/895531/000175272423017893/primary_doc.xml,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,,NPORT-P,NPORT-P,2023-01-30
895531,0001752724-23-168571,https://www.sec.gov/Archives/edgar/data/895531/000175272423168571/primary_doc.xml,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,,NPORT-P,NPORT-P,2023-07-31
895531,0001752724-23-092405,https://www.sec.gov/Archives/edgar/data/895531/000175272423092405/primary_doc.xml,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,,NPORT-P,NPORT-P,2023-05-01
895531,0001752724-23-242035,https://www.sec.gov/Archives/edgar/data/895531/000175272423242035/primary_doc.xml,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,,NPORT-P,NPORT-P,2023-10-30
895531,0001752724-24-093843,https://www.sec.gov/Archives/edgar/data/895531/000175272424093843/primary_doc.xml,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,,NPORT-P,NPORT-P,2024-04-29
895531,0001752724-24-017950,https://www.sec.gov/Archives/edgar/data/895531/000175272424017950/primary_doc.xml,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,,NPORT-P,NPORT-P,2024-01-29
895531,0001752724-23-017893,https://www.sec.gov/Archives/edgar/data/895531/000175272423017893/primary_doc.xml,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,,NPORT-P,NPORT-P,2023-01-30
895531,0001752724-24-017950,https://www.sec.gov/Archives/edgar/data/895531/000175272424017950/edgar.htm,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,,NPORT-P,NPORT-EX,2024-01-29
895531,0001752724-23-017893,https://www.sec.gov/Archives/edgar/data/895531/000175272423017893/edgar.htm,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,,NPORT-P,NPORT-EX,2023-01-30
895531,0001752724-23-168571,https://www.sec.gov/Archives/edgar/data/895531/000175272423168571/edgar.htm,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,,NPORT-P,NPORT-EX,2023-07-31
895531,0001193125-23-271083,https://www.sec.gov/Archives/edgar/data/895531/000119312523271083/d549306dncsrs.htm,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,N-CSRS,N-CSRS,N-CSRS,2023-11-06
895531,0001193125-24-129054,https://www.sec.gov/Archives/edgar/data/895531/000119312524129054/d624539dncsr.htm,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,N-CSR,N-CSR,N-CSR,2024-05-02
895531,0001193125-23-133680,https://www.sec.gov/Archives/edgar/data/895531/000119312523133680/d484100dncsr.htm,Invesco California Value Municipal Income Trust (VCV) (CIK 0000895531),VCV,N-CSR,N-CSR,N-CSR,2023-05-03
813900,0001104659-24-041248,https://www.sec.gov/Archives/edgar/data/813900/000110465924041248/tm249525d1_497.htm,PACIFIC SELECT FUND (CIK 0000813900),,497,497,497,2024-04-01
813900,0001104659-24-041248,https://www.sec.gov/Archives/edgar/data/813900/000110465924041248/tm249525d1_497.htm,PACIFIC SELECT FUND (CIK 0000813900),,497,497,497,2024-04-01
813900,0001104659-24-052113,https://www.sec.gov/Archives/edgar/data/813900/000110465924052113/tm2411086d1_485bpos.htm,PACIFIC SELECT FUND (CIK 0000813900),,485BPOS,485BPOS,485BPOS,2024-04-26
813900,0001104659-23-010012,https://www.sec.gov/Archives/edgar/data/813900/000110465923010012/tm234269d1_485apos.htm,PACIFIC SELECT FUND (CIK 0000813900),,485APOS,485APOS,485APOS,2023-02-03
813900,0001104659-24-004873,https://www.sec.gov/Archives/edgar/data/813900/000110465924004873/tm243298d1_485apos.htm,PACIFIC SELECT FUND (CIK 0000813900),,485APOS,485APOS,485APOS,2024-01-19
813900,0001104659-23-050505,https://www.sec.gov/Archives/edgar/data/813900/000110465923050505/tm2313186d1_485bpos.htm,PACIFIC SELECT FUND (CIK 0000813900),,485BPOS,485BPOS,485BPOS,2023-04-27
855396,0000930413-23-000472,https://www.sec.gov/Archives/edgar/data/855396/000093041323000472/c105256_ncsr.htm,LORD ABBETT SERIES FUND INC (CIK 0000855396),,CERTIFIED ANNUAL SHAREHOLDER REPORT,N-CSR,N-CSR,2023-02-24
855396,0000930413-24-000672,https://www.sec.gov/Archives/edgar/data/855396/000093041324000672/c107580_ncsr.htm,LORD ABBETT SERIES FUND INC (CIK 0000855396),,CERTIFIED ANNUAL SHAREHOLDER REPORT,N-CSR,N-CSR,2024-02-21
855396,0000930413-23-000472,https://www.sec.gov/Archives/edgar/data/855396/000093041323000472/c105256_ncsr.htm,LORD ABBETT SERIES FUND INC (CIK 0000855396),,CERTIFIED ANNUAL SHAREHOLDER REPORT,N-CSR,N-CSR,2023-02-24
855396,0000930413-24-000672,https://www.sec.gov/Archives/edgar/data/855396/000093041324000672/c107580_ncsr.htm,LORD ABBETT SERIES FUND INC (CIK 0000855396),,CERTIFIED ANNUAL SHAREHOLDER REPORT,N-CSR,N-CSR,2024-02-21
855396,0000930413-23-001186,https://www.sec.gov/Archives/edgar/data/855396/000093041323001186/c105774_485bpos-ixbrl.htm,LORD ABBETT SERIES FUND INC (CIK 0000855396),,POST-EFFECTIVE AMENDMENT (RULE 485B),485BPOS,485BPOS,2023-04-06
855396,0000930413-24-001231,https://www.sec.gov/Archives/edgar/data/855396/000093041324001231/c108263_485bpos-ixbrl.htm,LORD ABBETT SERIES FUND INC (CIK 0000855396),,POST-EFFECTIVE AMENDMENT (RULE 485B),485BPOS,485BPOS,2024-04-05
1698538,0001193125-23-100380,https://www.sec.gov/Archives/edgar/data/1698538/000119312523100380/d462666ddef14a.htm,"Strategic Student & Senior Housing Trust, Inc. (CIK 0001698538)",STSR,DEF 14A,DEF 14A,DEF 14A,2023-04-13
1698538,0001193125-24-094554,https://www.sec.gov/Archives/edgar/data/1698538/000119312524094554/d825736ddef14a.htm,"Strategic Student & Senior Housing Trust, Inc. (STSR) (CIK 0001698538)",STSR,DEF 14A,DEF 14A,DEF 14A,2024-04-12
1698538,0001193125-23-100380,https://www.sec.gov/Archives/edgar/data/1698538/000119312523100380/d462666ddef14a.htm,"Strategic Student & Senior Housing Trust, Inc. (CIK 0001698538)",STSR,DEF 14A,DEF 14A,DEF 14A,2023-04-13
1698538,0001193125-24-094554,https://www.sec.gov/Archives/edgar/data/1698538/000119312524094554/d825736ddef14a.htm,"Strategic Student & Senior Housing Trust, Inc. (STSR) (CIK 0001698538)",STSR,DEF 14A,DEF 14A,DEF 14A,2024-04-12
1698538,0000950170-24-035186,https://www.sec.gov/Archives/edgar/data/1698538/000095017024035186/sssht-20231231.htm,"Strategic Student & Senior Housing Trust, Inc. (STSR) (CIK 0001698538)",STSR,10-K,10-K,10-K,2024-03-22
1698538,0001193125-23-100389,https://www.sec.gov/Archives/edgar/data/1698538/000119312523100389/d427757dars.pdf,"Strategic Student & Senior Housing Trust, Inc. (CIK 0001698538)",STSR,ARS,ARS,ARS,2023-04-13
1698538,0001193125-24-094558,https://www.sec.gov/Archives/edgar/data/1698538/000119312524094558/d805553dars.pdf,"Strategic Student & Senior Housing Trust, Inc. (STSR) (CIK 0001698538)",STSR,ARS,ARS,ARS,2024-04-12
1698538,0000950170-23-009674,https://www.sec.gov/Archives/edgar/data/1698538/000095017023009674/sssht-20221231.htm,"Strategic Student & Senior Housing Trust, Inc. (CIK 0001698538)",STSR,10-K,10-K,10-K,2023-03-24
909466,0001752724-24-093879,https://www.sec.gov/Archives/edgar/data/909466/000175272424093879/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2024-04-29
909466,0001752724-24-017951,https://www.sec.gov/Archives/edgar/data/909466/000175272424017951/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2024-01-29
909466,0001752724-23-092407,https://www.sec.gov/Archives/edgar/data/909466/000175272423092407/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-05-01
909466,0001752724-23-017896,https://www.sec.gov/Archives/edgar/data/909466/000175272423017896/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-01-30
909466,0001752724-23-168603,https://www.sec.gov/Archives/edgar/data/909466/000175272423168603/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-07-31
909466,0001752724-23-242033,https://www.sec.gov/Archives/edgar/data/909466/000175272423242033/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-10-30
909466,0001752724-24-093879,https://www.sec.gov/Archives/edgar/data/909466/000175272424093879/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2024-04-29
909466,0001752724-24-017951,https://www.sec.gov/Archives/edgar/data/909466/000175272424017951/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2024-01-29
909466,0001752724-23-092407,https://www.sec.gov/Archives/edgar/data/909466/000175272423092407/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-05-01
909466,0001752724-23-168603,https://www.sec.gov/Archives/edgar/data/909466/000175272423168603/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-07-31
909466,0001752724-23-017896,https://www.sec.gov/Archives/edgar/data/909466/000175272423017896/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-01-30
909466,0001752724-23-242033,https://www.sec.gov/Archives/edgar/data/909466/000175272423242033/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-10-30
909466,0001752724-23-017886,https://www.sec.gov/Archives/edgar/data/909466/000175272423017886/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-01-30
909466,0001752724-24-017951,https://www.sec.gov/Archives/edgar/data/909466/000175272424017951/edgar.htm,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-EX,2024-01-29
909466,0001752724-23-168581,https://www.sec.gov/Archives/edgar/data/909466/000175272423168581/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-07-31
909466,0001752724-23-242040,https://www.sec.gov/Archives/edgar/data/909466/000175272423242040/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-10-30
909466,0001752724-24-017960,https://www.sec.gov/Archives/edgar/data/909466/000175272424017960/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2024-01-29
909466,0001752724-23-092400,https://www.sec.gov/Archives/edgar/data/909466/000175272423092400/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-05-01
909466,0001752724-24-093871,https://www.sec.gov/Archives/edgar/data/909466/000175272424093871/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2024-04-29
909466,0001752724-23-168603,https://www.sec.gov/Archives/edgar/data/909466/000175272423168603/edgar.htm,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-EX,2023-07-31
909466,0001752724-23-017896,https://www.sec.gov/Archives/edgar/data/909466/000175272423017896/edgar.htm,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-EX,2023-01-30
909466,0001752724-24-093869,https://www.sec.gov/Archives/edgar/data/909466/000175272424093869/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2024-04-29
909466,0001752724-23-242023,https://www.sec.gov/Archives/edgar/data/909466/000175272423242023/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-10-30
909466,0001752724-24-017962,https://www.sec.gov/Archives/edgar/data/909466/000175272424017962/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2024-01-29
909466,0001752724-23-092419,https://www.sec.gov/Archives/edgar/data/909466/000175272423092419/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-05-01
909466,0001752724-23-168572,https://www.sec.gov/Archives/edgar/data/909466/000175272423168572/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-07-31
909466,0001752724-23-017905,https://www.sec.gov/Archives/edgar/data/909466/000175272423017905/primary_doc.xml,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-P,2023-01-30
909466,0001752724-23-168581,https://www.sec.gov/Archives/edgar/data/909466/000175272423168581/edgar.htm,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-EX,2023-07-31
909466,0001752724-23-017886,https://www.sec.gov/Archives/edgar/data/909466/000175272423017886/edgar.htm,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-EX,2023-01-30
909466,0001752724-24-017960,https://www.sec.gov/Archives/edgar/data/909466/000175272424017960/edgar.htm,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-EX,2024-01-29
909466,0001752724-23-168572,https://www.sec.gov/Archives/edgar/data/909466/000175272423168572/edgar.htm,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-EX,2023-07-31
909466,0001752724-23-017905,https://www.sec.gov/Archives/edgar/data/909466/000175272423017905/edgar.htm,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-EX,2023-01-30
909466,0001752724-24-017962,https://www.sec.gov/Archives/edgar/data/909466/000175272424017962/edgar.htm,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,,NPORT-P,NPORT-EX,2024-01-29
909466,0001193125-23-133629,https://www.sec.gov/Archives/edgar/data/909466/000119312523133629/d453966dncsr.htm,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,N-CSR,N-CSR,N-CSR,2023-05-03
909466,0001193125-24-128915,https://www.sec.gov/Archives/edgar/data/909466/000119312524128915/d804469dncsr.htm,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,N-CSR,N-CSR,N-CSR,2024-05-02
909466,0001193125-23-270180,https://www.sec.gov/Archives/edgar/data/909466/000119312523270180/d542836dncsrs.htm,AIM TAX-EXEMPT FUNDS (INVESCO TAX-EXEMPT FUNDS) (CIK 0000909466),,N-CSRS,N-CSRS,N-CSRS,2023-11-03
1852575,0001193125-24-091711,https://www.sec.gov/Archives/edgar/data/1852575/000119312524091711/d811706ddef14a.htm,"Strategic Storage Trust VI, Inc. (CIK 0001852575)",,DEF 14A,DEF 14A,DEF 14A,2024-04-10
1852575,0001193125-23-095400,https://www.sec.gov/Archives/edgar/data/1852575/000119312523095400/d494730ddef14a.htm,"Strategic Storage Trust VI, Inc. (CIK 0001852575)",,DEF 14A,DEF 14A,DEF 14A,2023-04-10
1852575,0001193125-24-091711,https://www.sec.gov/Archives/edgar/data/1852575/000119312524091711/d811706ddef14a.htm,"Strategic Storage Trust VI, Inc. (CIK 0001852575)",,DEF 14A,DEF 14A,DEF 14A,2024-04-10
1852575,0001193125-23-095400,https://www.sec.gov/Archives/edgar/data/1852575/000119312523095400/d494730ddef14a.htm,"Strategic Storage Trust VI, Inc. (CIK 0001852575)",,DEF 14A,DEF 14A,DEF 14A,2023-04-10
1852575,0001193125-23-095290,https://www.sec.gov/Archives/edgar/data/1852575/000119312523095290/d481612dposam.htm,"Strategic Storage Trust VI, Inc. (CIK 0001852575)",,POS AM,POS AM,POS AM,2023-04-07
1852575,0001193125-23-104712,https://www.sec.gov/Archives/edgar/data/1852575/000119312523104712/d481612d424b3.htm,"Strategic Storage Trust VI, Inc. (CIK 0001852575)",,FORM 424(B)(3),424B3,424B3,2023-04-18
1852575,0001193125-23-250758,https://www.sec.gov/Archives/edgar/data/1852575/000119312523250758/d399224dposam.htm,"Strategic Storage Trust VI, Inc. (CIK 0001852575)",,POS AM,POS AM,POS AM,2023-10-04
1852575,0001193125-23-267971,https://www.sec.gov/Archives/edgar/data/1852575/000119312523267971/d399224d424b3.htm,"Strategic Storage Trust VI, Inc. (CIK 0001852575)",,424B3,424B3,424B3,2023-11-01
1852575,0001193125-23-190649,https://www.sec.gov/Archives/edgar/data/1852575/000119312523190649/d521179dposam.htm,"Strategic Storage Trust VI, Inc. (CIK 0001852575)",,POS AM,POS AM,POS AM,2023-07-21
1852575,0001193125-24-098255,https://www.sec.gov/Archives/edgar/data/1852575/000119312524098255/d814180dposam.htm,"Strategic Storage Trust VI, Inc. (CIK 0001852575)",,POS AM,POS AM,POS AM,2024-04-17
1605941,0001193125-23-265033,https://www.sec.gov/Archives/edgar/data/1605941/000119312523265033/d576304d497k.htm,1290 Funds (CIK 0001605941),,1290 FUNDS,497K,497K,2023-10-27
1605941,0001193125-23-265025,https://www.sec.gov/Archives/edgar/data/1605941/000119312523265025/d576304d497.htm,1290 Funds (CIK 0001605941),,497,497,497,2023-10-27
1605941,0001193125-23-265033,https://www.sec.gov/Archives/edgar/data/1605941/000119312523265033/d576304d497k.htm,1290 Funds (CIK 0001605941),,1290 FUNDS,497K,497K,2023-10-27
1605941,0001193125-23-265025,https://www.sec.gov/Archives/edgar/data/1605941/000119312523265025/d576304d497.htm,1290 Funds (CIK 0001605941),,497,497,497,2023-10-27
1605941,0001193125-23-222789,https://www.sec.gov/Archives/edgar/data/1605941/000119312523222789/d609075ddef14a.htm,1290 Funds (CIK 0001605941),,1290 FUNDS,DEF 14A,DEF 14A,2023-08-29
1605941,0001193125-23-191292,https://www.sec.gov/Archives/edgar/data/1605941/000119312523191292/d609075dpre14a.htm,1290 Funds (CIK 0001605941),,1290 FUNDS,PRE 14A,PRE 14A,2023-07-21
1605941,0001193125-23-292344,https://www.sec.gov/Archives/edgar/data/1605941/000119312523292344/d630406d485apos.htm,1290 Funds (CIK 0001605941),,1290 FUNDS,485APOS,485APOS,2023-12-11
1957571,0001654954-23-006947,https://www.sec.gov/Archives/edgar/data/1957571/000165495423006947/redoakii_1k.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,FORM 1-K,1-K,PART II,2023-05-19
1957571,0001654954-23-006947,https://www.sec.gov/Archives/edgar/data/1957571/000165495423006947/redoakii_1k.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,FORM 1-K,1-K,PART II,2023-05-19
1957571,0001654954-24-004897,https://www.sec.gov/Archives/edgar/data/1957571/000165495424004897/redoakii_1k.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,FORM 1-K,1-K,PART II,2024-04-23
1957571,0001654954-23-000072,https://www.sec.gov/Archives/edgar/data/1957571/000165495423000072/redoakvi_1a.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,FORM 1-A,1-A/A,PART II AND III,2023-01-04
1957571,0001654954-23-000533,https://www.sec.gov/Archives/edgar/data/1957571/000165495423000533/redoakii_1aa.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,FORM 1-A/A,1-A/A,PART II AND III,2023-01-18
1957571,0001654954-23-000534,https://www.sec.gov/Archives/edgar/data/1957571/000165495423000534/redoakii_1aa.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,FORM 1-A/A,1-A/A,PART II AND III,2023-01-18
1957571,0001654954-23-000718,https://www.sec.gov/Archives/edgar/data/1957571/000165495423000718/redoakii_253g2.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,253G2,253G2,253G2,2023-01-24
1957571,0001654954-23-000668,https://www.sec.gov/Archives/edgar/data/1957571/000165495423000668/redoakvi_1a.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,1-A,1-A/A,PART II AND III,2023-01-23
1957571,0001654954-23-000073,https://www.sec.gov/Archives/edgar/data/1957571/000165495423000073/redoakvi_1a.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,PART II AND PART III,1-A/A,PART II AND III,2023-01-04
1957571,0001654954-23-000906,https://www.sec.gov/Archives/edgar/data/1957571/000165495423000906/redoakvi_253g2.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,253G2,253G2,253G2,2023-01-27
1957571,0001654954-24-000836,https://www.sec.gov/Archives/edgar/data/1957571/000165495424000836/redoakii_1apos.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,1A-POS,1-A POS,PART II AND III,2024-01-23
1957571,0001654954-24-000851,https://www.sec.gov/Archives/edgar/data/1957571/000165495424000851/redoakvi_1apos.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,1-A POS,1-A POS,PART II AND III,2024-01-24
1957571,0001654954-24-002319,https://www.sec.gov/Archives/edgar/data/1957571/000165495424002319/redoakii_1apos.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,1A-POS,1-A POS,PART II AND III,2024-02-29
1957571,0001654954-24-000944,https://www.sec.gov/Archives/edgar/data/1957571/000165495424000944/redoakii_1apos.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,1A-POS,1-A POS,PART II AND III,2024-01-26
1957571,0001654954-24-005049,https://www.sec.gov/Archives/edgar/data/1957571/000165495424005049/redoakvi_1apos.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,PART II AND III,1-A POS,PART II AND III,2024-04-26
1957571,0001654954-24-002556,https://www.sec.gov/Archives/edgar/data/1957571/000165495424002556/redoakii_1apos.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,1-A POS,1-A POS,PART II AND III,2024-03-04
1957571,0001654954-24-003320,https://www.sec.gov/Archives/edgar/data/1957571/000165495424003320/redoakii_1apos.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,1-A POS,1-A POS,PART II AND III,2024-03-18
1957571,0001654954-24-003377,https://www.sec.gov/Archives/edgar/data/1957571/000165495424003377/redoakii_1apos.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,1-A POS,1-A POS,PART II AND III,2024-03-19
1957571,0001654954-24-002560,https://www.sec.gov/Archives/edgar/data/1957571/000165495424002560/redoakii_1apos.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,1-A POS,1-A POS,PART II AND III,2024-03-04
1957571,0001654954-24-005158,https://www.sec.gov/Archives/edgar/data/1957571/000165495424005158/redoakii_1apos.htm,"Red Oak Capital Fund VI, LLC (CIK 0001957571)",,1-A POS,1-A POS,PART II AND III,2024-04-29
1374328,0001437749-23-011249,https://www.sec.gov/Archives/edgar/data/1374328/000143774923011249/ftlf20221231_10ka.htm,"FITLIFE BRANDS, INC. (CIK 0001374328)",FTLF,FORM 10-K/A,10-K/A,10-K/A,2023-04-27
1374328,0001437749-24-012657,https://www.sec.gov/Archives/edgar/data/1374328/000143774924012657/ftlf20231231_10ka.htm,"FITLIFE BRANDS, INC. (FTLF) (CIK 0001374328)",FTLF,FORM 10-K/A,10-K/A,10-K/A,2024-04-22
1374328,0001437749-23-011249,https://www.sec.gov/Archives/edgar/data/1374328/000143774923011249/ftlf20221231_10ka.htm,"FITLIFE BRANDS, INC. (CIK 0001374328)",FTLF,FORM 10-K/A,10-K/A,10-K/A,2023-04-27
1374328,0001437749-24-012657,https://www.sec.gov/Archives/edgar/data/1374328/000143774924012657/ftlf20231231_10ka.htm,"FITLIFE BRANDS, INC. (FTLF) (CIK 0001374328)",FTLF,FORM 10-K/A,10-K/A,10-K/A,2024-04-22
1374328,0001437749-23-018969,https://www.sec.gov/Archives/edgar/data/1374328/000143774923018969/ftlf20230628_def14a.htm,"FITLIFE BRANDS, INC. (CIK 0001374328)",FTLF,FORM DEF 14A,DEF 14A,DEF 14A,2023-06-30
1627475,0001627475-23-000048,https://www.sec.gov/Archives/edgar/data/1627475/000162747523000048/updated_finalxq223upwork.htm,"UPWORK, INC (UPWK) (CIK 0001627475)",UPWK,EX-99.1,8-K,EX-99.1,2023-08-02
1627475,0001627475-23-000048,https://www.sec.gov/Archives/edgar/data/1627475/000162747523000048/updated_finalxq223upwork.htm,"UPWORK, INC (UPWK) (CIK 0001627475)",UPWK,EX-99.1,8-K,EX-99.1,2023-08-02
1819576,0001104659-23-046313,https://www.sec.gov/Archives/edgar/data/1819576/000110465923046313/tm232005-1_pre14a.htm,Liquidia Corp (LQDA) (CIK 0001819576),LQDA,PRE 14A,PRE 14A,PRE 14A,2023-04-17
